Date,Insect Repellent,Carrots,Cheese,Dustpan,Hair Gel,Toothbrush,Toothpaste,Pasta,Milk,Water,BBQ Sauce,Chicken,Orange,Trash Cans,Deodorant,Honey,Soap,Extension Cords,Potatoes,Mustard,Bath Towels,Paper Towels,Syrup,Tuna,Cereal,Onions,Rice,Banana,Air Freshener,Mop,Tissues,Mayonnaise,Chips,Tea,Eggs,Laundry Detergent,Yogurt,Spinach,Shampoo,Salmon,Razors,Pancake Mix,Olive Oil,Ironing Board,Hand Sanitizer,Dish Soap,Bread,Cleaning Spray,Sponges,Toilet Paper,Iron,Lawn Mower,Shaving Cream,Cleaning Rags,Garden Hose,Shrimp,Power Strips,Pickles,Tomatoes,Vinegar,Dishware,Ketchup,Broom,Peanut Butter,Trash Bags,Ice Cream,Beef,Shower Gel,Cereal Bars,Feminine Hygiene Products,Diapers,Canned Soup,Jam,Butter,Apple,Baby Wipes,Light Bulbs,Soda,Plant Fertilizer,Coffee,Vacuum Cleaner
2020-03-17,21,14,21,23,24,21,44,32,16,19,17,19,23,17,22,25,27,25,18,19,22,27,30,14,17,27,21,25,22,24,27,25,23,26,22,26,20,21,25,29,16,26,17,23,27,25,23,23,20,23,22,19,24,30,31,19,24,27,27,19,23,15,20,23,16,35,22,14,22,20,27,22,25,26,23,25,24,26,27,23,15
2020-03-18,21,17,18,29,18,21,51,23,17,31,30,22,19,22,25,24,16,21,21,23,32,21,22,20,13,21,28,23,16,18,20,20,17,27,17,25,21,14,28,24,23,11,23,20,25,22,23,23,27,26,17,13,12,17,24,20,26,15,22,16,26,25,18,15,23,29,26,24,25,21,21,19,24,20,24,23,25,25,18,25,24
2020-03-19,28,14,23,19,21,29,51,14,24,21,27,23,17,24,18,21,27,21,26,19,19,21,17,20,23,25,24,16,19,26,25,22,23,17,20,15,18,20,16,20,30,21,26,20,26,23,23,24,22,22,27,15,21,24,16,24,17,22,20,25,19,25,25,29,21,20,25,24,27,20,23,27,20,30,29,27,24,22,16,18,30
2020-03-20,30,22,31,23,29,28,55,29,20,19,20,20,32,27,27,25,34,25,21,26,21,23,23,23,22,27,29,22,31,29,21,21,11,24,25,21,22,21,25,31,26,29,17,27,24,26,21,31,21,17,21,14,25,21,21,18,22,33,27,16,16,15,28,19,17,29,25,19,26,28,18,26,23,28,22,19,26,25,24,18,18
2020-03-21,23,28,16,23,20,29,51,25,16,19,20,22,22,24,24,32,24,22,26,31,27,23,32,21,20,23,21,20,27,24,27,27,15,21,18,23,19,20,25,27,25,20,12,26,28,25,19,21,31,32,23,26,15,20,20,18,22,21,12,16,35,19,27,17,24,26,21,15,26,22,26,27,20,37,19,22,21,26,23,29,19
2020-03-22,23,28,15,18,38,18,54,28,29,21,24,23,17,23,24,29,22,23,30,23,26,18,17,31,23,26,16,22,23,14,24,18,29,23,30,31,22,16,33,24,27,25,24,15,18,28,23,26,20,29,27,23,21,29,20,22,22,27,17,21,32,20,17,16,25,26,31,23,17,25,30,16,21,24,20,30,23,20,28,22,21
2020-03-23,28,24,27,35,18,24,47,31,26,32,26,21,23,25,25,21,24,23,23,22,15,27,16,29,22,21,22,17,27,22,26,38,19,25,24,21,34,23,20,17,16,23,21,22,22,35,24,18,29,22,18,28,29,23,15,20,23,29,27,23,20,30,21,18,18,18,29,20,14,23,21,19,21,20,8,29,23,25,25,27,17
2020-03-24,31,15,14,25,24,11,46,22,16,20,20,32,17,26,25,25,25,18,19,20,23,30,16,15,34,20,20,20,14,12,15,26,16,24,16,25,19,22,19,22,20,17,29,12,20,24,22,27,23,17,23,26,19,20,19,28,33,13,19,18,16,19,23,22,12,26,24,28,27,19,20,19,22,23,20,28,20,16,27,17,20
2020-03-25,25,20,22,29,21,18,36,33,17,26,22,25,15,21,23,23,21,19,25,28,20,20,15,17,27,15,20,18,21,26,32,24,21,21,14,24,24,19,21,27,25,15,25,26,22,19,14,21,20,17,19,13,25,27,16,24,16,27,22,27,22,28,25,17,21,28,23,18,14,28,21,20,22,17,18,18,21,25,30,24,18
2020-03-26,26,18,11,25,28,11,41,29,25,21,21,20,21,24,19,30,26,31,29,19,34,20,16,24,17,20,21,25,28,36,26,25,17,23,23,16,22,21,21,22,17,45,20,22,29,18,27,26,25,19,16,28,16,24,19,31,14,16,22,18,23,25,18,17,20,17,26,23,26,27,33,25,17,30,23,25,21,22,31,21,23
2020-03-27,26,26,22,25,21,19,50,16,27,28,22,22,24,29,25,20,22,31,21,17,26,24,19,23,22,20,20,27,26,33,18,23,25,20,17,23,24,29,26,20,23,19,15,31,19,17,19,22,13,21,27,30,23,18,32,18,35,14,21,17,32,26,27,23,22,23,15,31,25,26,21,24,29,21,18,24,15,19,30,23,18
2020-03-28,22,23,21,17,17,26,44,20,28,20,24,29,27,28,14,23,19,33,21,17,22,21,28,32,23,25,20,19,27,17,24,27,21,22,24,31,31,25,30,19,26,24,21,22,23,26,18,27,23,29,23,25,30,34,31,31,27,31,20,27,28,25,17,25,14,22,21,33,22,24,23,28,24,30,25,25,23,30,33,26,32
2020-03-29,21,26,21,18,13,19,58,30,20,20,26,28,34,32,22,23,27,18,31,21,32,25,18,21,19,20,40,25,23,8,23,22,32,25,22,17,19,22,28,29,25,36,19,22,22,26,29,29,28,25,17,26,24,23,21,26,26,15,31,13,17,22,25,33,31,29,22,23,22,19,23,26,23,28,15,27,24,25,33,13,31
2020-03-30,20,26,31,22,25,23,59,24,27,35,23,26,26,22,24,18,25,31,25,20,23,19,16,28,22,25,21,21,32,26,19,28,32,23,28,17,26,27,22,23,32,24,22,21,29,27,19,29,23,33,17,29,31,29,15,34,20,21,29,20,27,27,20,21,22,25,23,19,16,25,23,29,26,31,23,21,20,17,26,22,23
2020-03-31,32,24,25,19,27,23,50,20,12,25,25,23,23,27,26,32,30,25,25,27,29,19,29,28,27,15,18,27,25,21,22,22,15,22,17,24,29,17,18,26,19,16,24,22,29,23,21,22,26,28,17,25,21,21,20,20,16,18,28,22,19,24,22,27,25,24,24,26,26,20,26,35,22,20,37,21,21,22,26,14,25
2020-04-01,18,25,24,20,22,21,41,20,20,21,21,32,21,20,17,9,20,20,28,25,18,18,18,18,18,12,25,18,18,18,25,17,26,26,20,18,17,23,26,19,24,33,22,20,20,17,23,20,22,11,19,27,16,22,14,22,25,15,12,15,23,24,28,27,20,30,28,26,27,23,19,19,20,35,29,26,23,22,19,31,16
2020-04-02,17,26,26,20,36,34,51,23,12,26,21,18,24,15,27,19,30,29,33,17,26,22,24,20,25,28,14,22,20,17,25,17,24,21,19,22,23,20,27,24,13,19,14,23,15,14,30,24,23,22,25,21,38,28,21,19,23,29,24,28,30,22,21,28,18,22,18,22,21,18,28,26,22,15,33,27,17,29,23,24,25
2020-04-03,28,16,33,29,27,27,59,38,23,19,25,27,22,21,28,13,33,27,19,25,20,21,24,32,23,24,25,27,25,32,19,22,23,21,20,22,18,24,22,21,17,21,28,34,25,21,25,30,21,24,19,16,30,24,14,18,26,18,25,22,17,33,17,39,14,31,27,17,22,22,23,24,39,33,19,28,37,19,18,26,38
2020-04-04,23,31,20,22,36,26,44,33,23,24,17,29,32,26,22,28,21,23,34,29,26,24,24,17,33,21,25,19,21,20,23,17,34,30,23,17,32,27,22,25,19,26,19,20,24,22,22,28,19,24,30,23,25,18,22,25,27,28,24,31,27,31,25,26,23,43,27,28,38,21,24,25,19,19,23,26,27,30,26,32,26
2020-04-05,21,24,20,29,22,22,36,27,24,17,27,26,26,23,26,24,22,28,38,21,24,23,29,28,18,26,27,25,24,29,18,19,29,30,25,22,26,19,25,26,15,22,32,19,25,17,20,26,24,26,23,27,17,23,21,28,24,19,43,24,34,20,23,22,28,19,20,22,26,23,17,14,17,21,21,25,22,23,24,25,21
2020-04-06,22,28,24,19,20,28,57,19,27,18,12,26,24,19,18,25,22,24,22,23,20,24,23,23,27,22,21,33,29,31,20,15,18,39,24,20,24,19,19,19,25,22,37,22,18,24,21,23,22,29,33,20,34,33,26,32,21,24,19,25,27,22,21,28,29,20,25,21,25,27,18,15,29,21,26,18,22,25,15,16,28
2020-04-07,30,30,23,25,29,14,47,23,25,23,21,24,26,24,25,27,25,24,22,25,25,20,23,18,22,26,30,35,18,30,22,30,22,20,25,13,30,16,16,27,30,20,16,22,19,29,26,21,12,24,20,18,28,17,19,21,31,24,29,18,21,23,20,24,21,27,26,29,20,26,21,26,22,23,22,25,32,17,24,18,19
2020-04-08,24,20,20,28,25,25,42,17,16,19,16,25,19,21,22,30,18,25,23,24,25,25,25,28,16,14,26,21,14,17,28,20,22,23,22,24,19,21,25,12,23,27,18,12,26,15,18,28,15,19,35,23,22,20,20,22,24,14,23,24,23,22,21,29,21,25,20,23,23,20,19,18,20,14,18,29,23,22,26,18,19
2020-04-09,24,32,20,20,18,20,39,19,21,15,24,22,18,24,24,24,30,20,21,32,22,20,17,22,25,16,25,20,27,21,17,16,28,25,30,34,27,22,19,18,23,13,25,22,19,25,18,24,22,27,22,26,24,25,24,23,21,23,18,24,22,26,17,27,34,22,23,18,23,21,22,17,14,19,23,22,23,23,18,23,19
2020-04-10,22,25,24,21,25,26,41,17,23,32,28,22,29,24,15,23,30,30,20,27,22,15,24,27,16,25,26,21,20,18,18,18,18,22,18,28,28,23,21,23,18,24,22,28,14,22,20,25,20,18,23,28,24,28,19,16,20,20,15,20,18,24,16,25,20,19,23,21,26,19,20,23,15,18,20,20,33,20,17,21,23
2020-04-11,23,29,20,26,26,17,53,23,22,35,21,29,34,29,30,30,20,23,21,23,25,32,18,28,35,34,29,28,23,25,21,23,26,16,26,19,26,31,23,26,29,28,17,25,24,28,25,28,25,29,29,14,25,24,22,24,25,33,29,19,25,19,18,25,16,25,30,32,24,29,22,32,17,25,33,25,31,26,24,25,28
2020-04-12,27,17,23,23,30,21,47,22,24,26,27,16,24,24,31,18,22,25,24,20,20,24,22,29,24,16,23,23,18,19,22,35,16,20,24,11,23,27,23,21,22,30,20,21,21,25,28,32,13,18,17,30,21,23,28,22,23,20,24,18,26,18,25,32,24,11,15,18,23,26,25,19,25,18,21,22,23,22,24,38,17
2020-04-13,22,21,17,25,20,26,47,24,29,23,26,27,26,27,31,16,21,23,21,23,25,28,20,22,24,24,29,21,25,31,24,13,19,15,17,26,22,28,25,30,29,18,26,26,17,13,22,23,27,24,21,33,33,26,29,24,27,24,27,29,26,21,16,28,29,19,21,21,19,20,20,30,28,22,24,17,23,28,15,21,25
2020-04-14,32,22,26,29,31,22,49,29,25,22,23,29,21,28,24,23,15,24,29,22,17,18,22,18,24,31,23,25,27,24,28,30,22,21,25,20,18,19,18,35,19,22,24,21,13,24,19,36,22,28,26,26,26,29,20,30,24,21,28,18,18,20,27,26,20,24,20,30,22,33,26,25,16,33,33,33,28,22,21,23,23
2020-04-15,19,19,23,23,24,23,43,31,29,24,22,30,14,20,21,19,23,22,27,33,23,18,19,23,23,15,25,25,26,30,21,19,29,22,22,19,18,16,21,17,13,30,25,33,32,24,19,19,24,19,17,19,27,22,22,17,21,23,21,22,27,20,19,20,35,22,22,28,22,18,31,22,21,22,18,24,21,22,27,23,26
2020-04-16,24,20,21,23,16,20,41,17,27,16,15,24,23,24,24,23,25,23,26,29,16,25,22,25,23,11,26,22,16,13,18,21,25,14,20,25,18,22,22,24,15,17,19,28,19,14,28,19,20,19,26,28,22,22,22,16,23,27,23,17,25,21,30,21,24,23,23,21,34,16,24,35,28,20,21,26,19,24,23,25,15
2020-04-17,17,25,17,16,16,28,45,24,22,17,24,24,26,30,19,24,16,27,27,19,26,22,25,17,21,22,17,21,17,25,22,26,20,21,28,22,22,33,21,36,23,31,22,12,16,20,22,20,25,20,10,20,16,21,20,29,29,11,20,32,24,21,28,23,29,29,20,17,23,23,20,26,25,29,17,20,17,31,30,19,25
2020-04-18,20,23,25,26,18,25,36,21,19,13,15,16,20,19,12,23,23,19,21,21,15,18,21,27,19,18,22,19,17,19,28,22,34,28,22,21,17,23,29,24,12,23,19,18,21,17,20,27,24,14,15,22,24,18,18,19,27,22,26,18,30,30,27,22,25,23,24,23,21,21,18,20,17,14,25,26,20,23,25,20,22
2020-04-19,18,25,27,24,26,20,39,31,14,20,28,28,22,18,18,19,17,20,14,19,18,28,24,20,27,24,29,20,17,25,25,24,19,19,20,27,29,16,27,27,31,27,25,26,21,23,20,28,30,24,24,37,23,26,23,22,22,26,23,27,21,28,22,16,23,19,25,26,27,21,22,39,26,27,23,19,28,18,23,23,21
2020-04-20,22,27,31,29,11,21,39,23,17,22,28,22,26,17,21,20,17,20,20,22,21,17,24,21,24,22,22,22,26,26,27,23,23,26,29,26,23,19,22,20,26,26,21,24,26,24,32,33,24,30,21,17,35,20,27,31,23,27,19,20,14,14,32,16,21,26,23,29,18,16,21,34,22,25,19,25,28,16,21,22,17
2020-04-21,8,24,24,25,14,29,39,28,23,29,21,24,27,22,25,21,17,25,29,20,29,19,22,28,25,18,27,22,20,20,31,28,21,27,21,21,21,30,23,13,21,19,25,31,38,28,23,20,31,27,22,25,24,21,21,22,22,30,27,25,25,21,29,20,27,34,25,24,21,15,22,24,24,23,20,24,29,23,25,22,21
2020-04-22,16,29,25,27,13,20,52,19,23,31,22,16,26,21,20,32,25,24,26,20,23,26,24,30,24,25,27,36,27,28,27,24,17,27,27,30,27,21,15,25,24,19,30,28,26,18,32,29,30,26,29,21,23,24,26,23,21,27,27,38,26,27,29,29,24,20,34,23,20,14,23,22,24,20,22,24,24,19,32,25,34
2020-04-23,32,29,25,21,28,31,42,19,21,20,21,16,23,31,21,33,29,29,23,23,23,26,31,24,19,28,28,30,22,16,22,18,19,24,27,28,30,27,29,10,19,18,26,28,24,28,29,14,29,26,19,22,22,19,21,28,34,22,27,27,27,26,22,24,19,24,18,23,25,16,19,28,18,20,28,18,20,28,24,35,17
2020-04-24,29,30,26,22,31,28,37,14,17,30,21,20,24,27,24,29,22,29,28,27,24,29,19,19,20,20,22,23,23,13,19,36,10,24,23,21,14,26,27,31,25,26,22,31,17,25,22,21,29,14,36,20,26,16,25,25,19,23,21,22,23,22,22,26,22,20,25,24,22,23,21,26,34,23,22,26,28,23,25,23,28
2020-04-25,24,14,13,22,25,29,46,18,25,22,25,24,24,19,26,27,23,24,16,32,23,26,19,19,20,29,14,25,20,23,28,15,19,25,20,26,19,17,30,24,19,25,25,21,36,16,20,18,23,11,15,26,24,18,24,21,17,22,23,26,23,19,20,18,19,25,19,18,23,16,22,23,20,28,21,20,26,26,28,27,16
2020-04-26,30,25,28,13,14,14,57,25,33,22,24,24,29,23,18,19,24,28,25,28,27,29,21,19,24,20,33,25,20,21,27,22,17,20,22,24,24,20,21,23,25,22,24,32,25,21,18,28,27,21,24,13,29,20,31,22,24,10,21,23,29,28,27,19,20,26,21,27,14,16,23,19,18,20,20,19,26,15,28,23,19
2020-04-27,25,19,21,20,20,18,43,20,25,16,25,16,26,22,20,21,20,25,20,19,28,23,21,26,23,23,22,18,18,22,30,21,20,21,26,33,24,24,23,21,19,16,15,22,31,22,34,14,19,21,28,25,21,21,20,20,15,27,21,16,21,28,20,23,22,29,13,14,33,18,25,20,23,22,22,27,29,24,30,24,23
2020-04-28,31,23,22,20,28,30,51,29,15,33,26,19,25,23,24,23,25,26,21,17,25,17,18,12,30,18,14,27,26,18,21,17,32,16,23,25,18,13,27,27,20,26,22,24,24,12,18,18,28,23,29,25,21,28,22,29,29,17,24,28,19,17,23,22,30,28,24,21,22,21,28,14,16,27,29,13,27,17,18,24,21
2020-04-29,22,23,22,22,20,31,39,17,21,22,15,14,26,20,21,23,23,20,23,23,14,19,25,19,14,22,23,31,11,32,21,17,19,20,22,25,25,21,26,24,20,21,20,23,34,27,23,19,31,32,9,20,23,29,15,30,24,17,24,18,20,32,20,29,27,19,26,16,24,23,25,20,18,21,20,18,26,29,16,27,20
2020-04-30,21,25,28,19,23,24,38,29,29,33,24,22,17,21,25,24,27,17,17,25,27,29,29,14,23,16,22,20,24,27,24,18,29,23,23,26,27,21,29,24,22,25,25,20,27,31,24,17,21,29,27,19,29,15,16,23,17,31,30,26,27,25,16,29,24,19,26,25,19,29,34,30,16,27,22,18,20,20,25,28,28
2020-05-01,25,21,20,22,24,30,36,11,23,27,24,20,26,20,14,24,29,24,20,29,29,25,24,18,22,16,26,19,19,26,17,26,27,23,23,22,17,19,15,16,16,20,26,22,24,32,18,23,17,30,19,22,22,21,20,23,35,27,27,28,30,22,23,23,21,29,20,24,20,22,18,23,26,26,22,25,17,23,23,27,27
2020-05-02,21,19,21,21,20,30,45,20,11,21,16,24,18,31,19,22,27,24,26,12,29,24,24,24,25,22,17,32,18,21,24,18,24,25,32,32,16,14,30,24,22,25,21,21,25,28,28,20,17,21,36,20,25,22,22,21,35,20,20,16,25,14,17,16,26,30,18,19,25,21,22,22,20,19,26,22,23,21,25,18,21
2020-05-03,18,16,13,23,30,19,39,20,17,12,22,18,19,21,25,22,28,23,20,25,20,26,17,23,17,19,19,33,19,21,33,26,18,26,27,17,30,20,15,20,25,21,22,21,21,22,27,23,17,14,23,22,30,29,19,17,22,19,27,16,20,28,18,26,25,20,20,23,30,22,27,16,22,25,25,16,21,25,22,22,22
2020-05-04,23,21,24,19,29,27,47,22,20,24,23,24,25,35,26,18,24,19,25,22,24,23,21,24,33,22,29,32,25,28,31,18,27,19,19,21,28,19,23,18,22,25,28,21,22,23,23,22,26,16,21,25,16,21,25,18,28,34,24,23,28,20,26,22,26,23,21,35,19,25,30,27,17,29,18,17,24,26,23,25,27
2020-05-05,25,15,21,20,19,20,46,26,25,26,18,19,19,35,18,22,19,20,26,18,29,19,19,23,25,23,15,15,22,29,26,27,31,16,17,24,17,23,31,28,20,17,20,24,11,12,22,13,22,24,23,24,21,29,24,18,18,21,26,18,23,23,16,25,15,22,19,20,23,28,24,26,14,27,24,28,22,15,14,25,23
2020-05-06,30,34,22,15,25,21,47,15,23,31,21,21,16,19,22,16,12,24,29,25,22,30,24,25,16,26,27,23,17,21,25,20,22,25,17,18,21,22,23,23,21,31,19,26,26,19,22,30,27,20,22,27,18,31,30,18,17,18,23,23,25,23,25,25,19,20,13,20,14,14,20,21,34,31,19,23,21,19,21,16,20
2020-05-07,28,17,23,23,24,19,47,26,23,20,24,25,22,24,14,27,23,16,25,27,22,26,23,21,27,24,27,15,23,19,30,20,19,19,11,26,25,20,29,25,29,20,14,24,25,16,19,26,18,17,10,21,22,19,28,27,17,20,23,22,27,23,25,22,16,24,16,19,18,21,25,25,21,24,23,30,27,21,15,18,22
2020-05-08,30,20,24,27,37,18,35,15,25,28,24,23,20,25,26,23,16,19,23,26,32,35,22,21,22,20,19,28,20,28,25,24,32,26,24,23,32,25,15,23,19,20,19,16,17,29,23,26,26,22,24,20,22,29,23,24,30,21,24,22,25,29,19,20,30,13,30,30,19,22,24,24,19,26,19,23,33,25,17,25,17
2020-05-09,21,20,33,18,29,29,47,32,23,30,26,32,21,19,18,25,21,28,26,27,25,24,20,26,25,21,28,26,26,27,38,19,26,18,32,26,24,22,20,19,18,25,13,30,15,25,19,24,20,33,22,18,23,20,25,15,25,17,20,22,24,30,23,14,20,14,23,21,24,19,22,28,26,24,15,27,21,23,24,36,12
2020-05-10,17,17,22,22,20,27,36,26,18,31,15,19,28,16,21,25,22,24,21,20,26,25,14,22,25,32,21,22,24,20,15,29,13,21,23,20,25,26,28,23,30,28,19,31,19,30,26,15,26,19,17,24,17,31,24,17,19,19,27,21,26,20,24,19,23,22,16,23,22,23,31,21,18,27,20,23,20,21,20,19,29
2020-05-11,21,26,23,23,24,27,38,33,31,29,27,20,19,23,21,26,25,25,19,23,23,22,24,20,26,24,21,22,29,26,24,18,22,20,30,24,18,30,19,25,25,22,28,20,20,11,20,24,25,21,24,35,22,22,32,20,25,24,25,26,23,20,30,24,19,22,26,18,25,28,26,15,21,26,23,28,14,24,30,30,13
2020-05-12,16,17,13,22,24,29,41,19,21,25,26,24,17,26,27,25,28,23,18,23,23,23,19,17,25,28,19,19,22,26,16,19,15,20,26,16,27,27,12,26,26,36,24,17,23,24,20,20,22,18,24,28,22,24,21,25,21,23,21,24,23,25,27,25,26,17,20,15,21,22,20,23,30,14,19,22,30,18,25,18,18
2020-05-13,21,29,22,13,27,22,48,27,28,28,13,21,26,22,21,30,24,18,20,21,30,20,16,19,18,17,24,32,30,21,20,21,17,23,24,22,25,25,15,19,20,23,16,25,20,21,21,21,20,29,20,14,22,28,19,24,16,17,19,15,30,14,24,22,16,22,20,24,17,15,24,19,26,18,24,30,18,23,19,17,20
2020-05-14,25,18,18,24,25,24,43,25,30,20,24,20,21,24,23,29,12,26,21,31,29,20,23,25,19,19,21,23,31,31,30,25,29,22,19,13,28,19,18,25,27,24,25,23,20,13,32,14,23,23,31,31,23,30,23,29,18,14,27,20,25,25,28,19,20,17,26,28,15,25,28,20,24,21,22,27,17,32,19,25,36
2020-05-15,24,25,25,26,25,20,36,19,24,26,19,20,24,20,19,28,23,32,26,25,20,20,21,22,33,33,22,36,21,24,23,15,30,29,19,21,24,21,28,35,23,19,22,22,26,24,25,30,24,20,14,12,23,15,21,23,26,26,20,21,29,16,20,20,19,26,21,21,23,23,23,25,23,28,20,21,14,35,18,21,27
2020-05-16,18,21,35,21,21,24,36,22,20,24,18,29,18,25,19,25,17,23,19,23,23,27,24,19,19,32,27,17,27,27,20,33,17,16,18,23,22,24,25,21,23,30,32,24,25,26,18,17,25,22,23,24,17,12,24,19,21,24,28,24,23,33,23,30,22,21,28,25,31,19,28,28,20,16,23,19,15,23,26,15,18
2020-05-17,19,27,28,22,22,30,54,24,26,20,23,26,20,20,30,32,24,24,24,24,26,31,22,22,28,16,18,27,32,25,15,16,20,20,19,19,13,15,27,25,28,23,18,34,23,28,32,18,13,29,24,19,21,21,19,29,22,25,19,25,17,30,24,27,16,32,25,18,20,24,30,18,29,32,20,19,28,16,20,17,21
2020-05-18,25,28,29,20,30,21,45,26,21,26,23,28,21,24,23,22,13,27,22,20,25,20,27,22,23,21,20,29,25,17,26,13,18,25,25,29,25,22,21,21,31,24,21,16,18,17,21,20,22,21,15,22,21,21,28,12,28,21,27,17,18,21,17,18,18,34,18,32,14,19,21,17,24,18,17,19,20,16,22,20,23
2020-05-19,16,27,18,21,22,23,56,14,17,16,23,16,20,34,14,18,30,16,14,18,22,16,14,29,27,20,26,27,22,30,24,24,17,20,20,19,22,22,22,29,22,27,25,16,24,14,20,17,25,18,20,21,24,24,18,18,22,18,22,19,19,21,25,17,17,32,19,32,19,24,19,10,17,22,17,17,24,31,20,14,23
2020-05-20,20,21,20,22,20,20,47,27,23,19,17,21,9,19,22,19,23,24,20,31,20,17,19,23,20,16,28,17,22,21,22,16,27,17,28,34,25,22,22,25,24,19,21,22,26,27,14,21,21,16,28,14,29,19,23,20,26,24,29,23,17,21,18,27,23,29,18,24,19,22,22,22,16,25,31,27,17,24,18,28,24
2020-05-21,23,23,25,27,17,21,35,19,16,24,15,20,22,18,27,24,20,21,14,20,20,21,21,30,22,22,26,21,16,24,25,18,26,17,15,11,16,21,20,14,21,19,22,16,21,27,19,23,29,31,19,21,16,26,10,20,21,22,18,27,25,21,23,20,14,24,20,17,28,16,19,18,21,26,16,28,29,18,22,27,19
2020-05-22,23,14,30,30,27,23,56,22,26,20,25,27,25,26,20,27,17,23,12,28,25,24,15,26,30,28,21,26,21,24,30,19,28,26,20,17,17,24,33,20,20,20,18,20,18,22,18,24,23,20,23,21,23,22,27,16,24,25,25,25,25,26,20,25,25,25,29,27,27,29,20,18,23,19,23,20,21,22,19,21,22
2020-05-23,19,17,27,19,20,22,48,15,25,23,25,29,22,31,20,15,23,18,24,23,20,27,13,22,18,26,24,19,22,16,30,20,33,21,19,32,22,16,22,18,20,20,24,29,24,29,22,18,16,24,15,21,21,28,14,17,28,28,18,29,27,33,28,26,27,23,28,19,35,15,30,22,22,18,22,19,21,18,24,20,25
2020-05-24,31,17,17,22,14,22,46,23,26,17,19,21,22,20,19,28,17,24,24,26,21,24,23,18,20,12,16,28,24,28,23,21,22,23,22,27,17,20,24,25,18,22,31,30,24,18,23,25,26,28,25,24,24,22,31,18,15,18,20,28,29,25,25,13,33,22,22,27,20,13,21,26,18,20,19,24,21,26,24,24,19
2020-05-25,23,22,22,20,24,16,45,16,26,14,20,14,20,17,22,23,21,13,24,28,21,22,22,30,16,29,18,22,20,20,20,19,13,14,23,28,28,21,27,25,26,25,19,21,28,20,17,13,19,21,23,30,27,23,13,18,28,22,24,21,29,22,15,16,26,21,26,18,17,21,24,25,21,30,20,35,24,19,25,12,22
2020-05-26,17,20,13,20,22,21,46,21,21,23,23,14,20,15,22,22,24,12,16,15,26,25,12,19,17,16,21,20,16,25,19,21,11,17,28,23,17,27,19,18,19,12,15,26,18,16,16,21,22,26,15,18,17,30,29,25,29,28,15,15,21,22,24,21,24,18,24,22,25,23,20,20,23,24,15,17,24,19,20,24,27
2020-05-27,20,26,21,21,27,18,39,20,27,23,18,19,23,19,22,25,32,21,27,17,17,24,14,24,24,21,19,20,16,22,22,28,26,29,25,21,23,16,21,15,27,24,18,26,21,21,14,26,16,22,21,21,22,19,32,19,22,28,28,19,27,20,24,19,12,22,24,24,15,18,29,19,36,20,25,21,31,23,19,21,24
2020-05-28,20,13,27,21,16,21,52,24,21,17,21,22,30,16,18,22,19,16,20,14,24,21,20,23,23,21,27,24,19,19,22,20,25,24,32,23,22,22,22,9,23,16,17,20,15,27,23,25,16,13,34,22,24,14,18,21,34,27,27,33,22,25,30,20,25,23,23,19,28,17,19,16,18,18,20,32,20,16,29,16,28
2020-05-29,28,19,25,15,26,18,48,25,18,24,25,16,16,25,25,17,30,20,22,25,28,21,21,29,17,18,19,17,17,26,24,22,23,25,18,22,19,31,26,30,16,22,15,29,25,21,19,22,23,16,24,23,21,20,18,25,19,26,20,14,24,34,21,24,21,28,28,23,22,15,18,18,21,18,20,16,21,27,24,16,17
2020-05-30,25,27,18,26,17,25,50,16,22,30,18,28,18,21,29,31,20,27,17,25,24,21,29,15,21,32,22,18,30,30,18,26,34,24,28,12,24,20,17,33,20,21,19,25,24,21,30,20,23,32,29,27,21,24,24,23,21,25,22,21,21,16,22,26,20,28,18,21,20,24,25,22,20,21,19,24,19,20,21,22,24
2020-05-31,26,24,24,26,31,27,44,29,20,18,29,23,27,21,27,29,26,24,28,28,21,21,21,26,25,33,17,19,14,28,20,26,25,24,31,24,22,21,24,20,21,23,31,19,30,26,32,34,19,20,24,22,30,24,20,19,25,22,31,21,23,25,25,26,25,21,25,23,23,22,20,22,15,21,26,20,28,25,30,19,25
2020-06-01,17,16,20,18,17,20,46,22,20,17,24,28,28,20,18,26,30,20,32,13,23,25,27,24,21,29,28,20,22,23,23,19,19,20,20,24,19,26,23,22,25,24,26,22,20,29,24,22,28,25,29,33,31,25,26,18,18,15,18,24,22,20,30,18,21,18,24,18,23,22,28,18,24,17,20,29,20,23,20,32,20
2020-06-02,16,22,20,19,25,16,44,16,20,18,25,22,24,23,26,24,22,19,21,21,29,31,38,18,24,26,28,23,25,25,17,30,20,21,23,23,16,27,34,19,27,20,26,23,25,32,20,30,19,24,24,19,24,24,21,18,16,26,25,24,30,29,32,23,17,16,25,22,27,28,19,22,21,31,27,29,26,20,25,21,27
2020-06-03,24,28,28,29,25,15,61,29,25,15,33,23,19,20,16,35,29,26,28,28,26,15,15,24,26,24,22,24,23,29,25,18,23,22,25,24,35,29,18,24,18,17,26,26,34,22,23,27,27,28,25,31,25,21,23,29,34,22,20,23,29,19,22,25,28,24,24,24,27,21,26,13,25,32,25,32,23,16,33,30,22
